t,y,x,id,parent_id,track_id,area
16,152.56512605042016,244.5063025210084,6008,5642,8,476
17,113.43805309734513,93.08849557522124,6337,5971,10,452
17,84.85861183,100.44987146529563,6338,5972,11,389
17,121.97093023255815,113.68604651162791,6347,5981,12,344
17,135.09855769230768,149.60817307692307,6348,5982,2,416
17,94.45844875,254.37119113573408,6353,5987,3,722
17,142.8948824343015,279.53250345781464,6357,5991,4,723
17,157.59606986899564,202.05240174672488,6363,5997,9,458
17,120.31965442764579,246.19438444924407,6364,5998,5,463
17,183.10165975103735,212.84439834024897,6373,6007,7,482
17,148.89485458612975,248.46085011185681,6374,6008,8,447
18,114.54966887417218,91.18101545253863,6718,6337,10,453
18,82.93023255813954,98.06459948320413,6719,6338,11,387
18,120.19174041297936,111.33038348082596,6728,6347,12,339
18,134.4419753,149.31358024691357,6729,6348,2,405
18,91.62246278755075,256.47767253044657,6734,6353,3,739
18,144.0078226857888,279.5110821382008,6738,6357,4,767
18,153.9785407725322,204.08583690987123,6744,6363,9,466
18,118.32589285714286,240.12723214285714,6745,6364,5,448
18,181.70020533880904,209.06160164271049,6754,6373,7,487
18,142.64966740576497,250.85587583148558,6755,6374,8,451
19,122.9502262443439,90.55203619909503,7093,6718,10,442
19,86.10975609756098,98.30731707317074,7094,6719,11,410
19,120.53501400560224,111.87114845938375,7103,6728,12,357
19,133.5668103448276,145.23922413793105,7104,6729,2,464
19,93.13672922,255.96782841823057,7109,6734,3,746
19,144.73202614379085,280.5777777777778,7113,6738,4,765
19,155.85714285714286,199.7824175824176,7119,6744,9,455
19,120.67734553775743,239.09153318077804,7120,6745,5,437
19,182.10714285714286,208.43650793650792,7129,6754,7,504
19,145.02882483370288,252.44124168514412,7130,6755,8,451
20,120.71428571428571,90.68663594470046,7468,7093,10,434
20,83.70379146919431,92.78909952606635,7469,7094,11,422
20,117.23170731707317,110.4829268292683,7478,7103,12,410
20,129.7583187390543,144.73730297723293,7479,7104,2,571
20,93.59403372,255.34630350194553,7484,7109,3,771
20,145.79840848806367,280.8965517241379,7488,7113,4,754
20,153.35280898876405,202.0247191011236,7494,7119,9,445
20,118.36853932584269,242.6764045,7495,7120,5,445
20,181.81070745697897,208.38623326959848,7504,7129,7,523
20,143.01548672566372,252.19690265486724,7505,7130,8,452
21,116.36672967863895,87.05671077504726,7843,7468,10,529
21,81.65567010309279,93.70515463917526,7844,7469,11,485
21,117.59275053304904,113.72921108742004,7853,7478,12,469
21,121.1025641025641,150.71245421245422,7854,7479,2,546
21,93.37549407114625,252.40974967061925,7859,7484,3,759
21,144.54593874833554,280.2902796271638,7863,7488,4,751
21,156.87089201877933,197.82394366197184,7869,7494,9,426
21,117.5340909090909,242.3590909090909,7870,7495,5,440
21,179.45877378435517,216.27272727272728,7879,7504,7,473
21,143.17218543046357,250.32671081677705,7880,7505,8,453
22,118.14869888475836,91.32899628252788,8218,7843,10,538
22,80.73013245033113,93.38741721854305,8219,7844,11,604
22,124.7478448275862,122.97629310344827,8228,7853,12,464
22,115.27376425855513,158.7851711026616,8229,7854,2,526
22,91.88341968911917,252.97927461139898,8234,7859,3,772
22,146.23218997361477,280.35356200527707,8238,7863,4,758
22,157.66594360086768,199.1301518438178,8244,7869,9,461
22,115.75,243.43229166666666,8245,7870,5,384
22,180.29423868312756,216.25102880658437,8254,7879,7,486
22,139.92650334075725,250.50779510022272,8255,7880,8,449
23,115.76894639556377,87.55268022181146,8593,8218,10,541
23,74.66104553,94.41989881956155,8594,8219,11,593
23,132.4795918367347,120.62857142857143,8603,8228,12,490
23,115.678392,156.93634840871022,8604,8229,2,597
23,91.47087980173482,252.30235439900866,8609,8234,3,807
23,146.3700887198986,279.6451204055767,8613,8238,4,789
23,162.33516483516485,203.3882783882784,8619,8244,9,546
23,114.05141388174808,246.80205655526993,8620,8245,5,389
23,185.58660508083142,217.3233256351039,8629,8254,7,433
23,140.39400428265526,248.82869379014988,8630,8255,8,467
24,114.72953736654804,88.04092526690391,8975,8593,10,562
24,74.81395348837209,94.67441860465117,8976,8594,11,602
24,133.59538784067087,117.43186582809224,8985,8603,12,477
24,116.41497659906396,154.42277691107645,8986,8604,2,641
24,93.51954602774275,250.23959646910467,8991,8609,3,793
24,148.80711354309165,281.4541723666211,8995,8613,4,731
24,161.58252427184465,202.78058252427184,9001,8619,9,515
24,115.27329192546584,247.1273291925466,9002,8620,5,322
24,185.5040322580645,217.11491935483872,9011,8629,7,496
24,142.19747899159663,247.40126050420167,9012,8630,8,476
25,107.9,88.72542372881355,9357,8975,10,590
25,71.54013377926421,93.65217391304348,9358,8976,11,598
25,132.23333333333332,118.52941176470588,9367,8985,12,510
25,111.66666666666667,154.7018348623853,9368,8986,2,654
25,91.68380462724936,251.09383033419024,9373,8991,3,778
25,147.91842105263157,280.62894736842105,9377,8995,4,760
25,161.426,203.266,9383,9001,9,500
25,113.08253968253969,247.48888888888888,9384,9002,5,315
25,182.18052738336715,221.64097363083164,9393,9011,7,493
25,139.3453093812375,246.47305389221557,9394,9012,8,501
26,108.6808905380334,86.59554730983302,9740,9357,10,539
26,73.34925865,96.41845140032949,9741,9358,11,607
26,132.98235294117646,115.85098039215686,9750,9367,12,510
26,111.8262150220913,155.5581737849779,9751,9368,2,679
26,92.24045801526718,251.99872773536896,9756,9373,3,786
26,147.94214876033058,279.56473829201104,9760,9377,4,726
26,163.8827038,197.95029821073558,9766,9383,9,503
26,114.71666666666667,244.51388888888889,9767,9384,5,360
26,180.20131291028446,226.7702407002188,9776,9393,7,457
26,139.6757813,244.5449219,9777,9394,8,512
27,115.65709156193896,87.31059245960503,10123,9740,10,557
27,76.25811688311688,95.51136363636364,10124,9741,11,616
27,135.0560928433269,117.19148936170212,10133,9750,12,517
27,112.55555555555556,156.97297297297297,10134,9751,2,666
27,96.74217772215269,249.8235294117647,10139,9756,3,799
27,147.15185185185186,278.7395061728395,10143,9760,4,810
27,168.8278689,193.95491803278688,10149,9766,9,488
27,118.64469914040114,243.18338108882523,10150,9767,5,349
27,179.85947046843177,227.9490835,10159,9776,7,491
27,143.03777335984094,244.05367793240558,10160,9777,8,503
28,116.30442176870748,83.05272108843538,10506,10123,10,588
28,74.39726027,95.24143835616438,10507,10124,11,584
28,137.75187969924812,115.30827067669173,10516,10133,12,532
28,112.2172619047619,156.32589285714286,10517,10134,2,672
28,94.49426751592357,249.06751592356687,10522,10139,3,785
28,146.91458607095927,281.3377135348226,10526,10143,4,761
28,165.7880085653105,191.61884368308353,10532,10149,9,467
28,116.91420911528151,243.9034852546917,10533,10150,5,373
28,178.18478260869566,225.3659420289855,10542,10159,7,552
28,141.31791907514452,244.85741811175336,10543,10160,8,519
29,115.7135922330097,74.20550161812298,10889,10506,10,618
29,76.01785714285714,93.58441558441558,10890,10507,11,616
29,138.53346855983773,110.84178498985801,10899,10516,12,493
29,114.73247496423463,153.05293276108728,10900,10517,2,699
29,94.24847001,250.87760097919215,10905,10522,3,817
29,147.19662921348313,282.04634831460675,10909,10526,4,712
29,161.93320964749537,190.6307977736549,10915,10532,9,539
29,117.08771929824562,244.38011695906434,10916,10533,5,342
29,177.78420038535646,226.08285163776495,10925,10542,7,519
29,141.75628626692458,246.2147001934236,10926,10543,8,517
30,119.08319738988581,72.45024469820555,11272,10889,10,613
30,76.92845528455284,93.42601626,11273,10890,11,615
30,135.1441947565543,111.6872659,11282,10899,12,534
30,113.96652719665272,152.65550906555092,11283,10900,2,717
30,96.16222760290557,251.4370460048426,11288,10905,3,826
30,146.84246575342465,281.27853881278537,11292,10909,4,438
30,161.7377938517179,191.93309222423147,11298,10915,9,553
30,119.82295081967213,239.20983606557377,11299,10916,5,305
30,177.87613843351548,226.2495446265938,11308,10925,7,549
30,143.00879120879122,247.20219780219782,11309,10926,8,455
31,122.15650741350906,74.89126853377265,11655,11272,10,607
31,78.58895705521472,94.06901840490798,11656,11273,11,652
31,136.49506903353057,116.38658777120315,11665,11282,12,507
31,113.27717391304348,152.67391304347825,11666,11283,2,736
31,93.62451108,250.6245110821382,11671,11288,3,767
31,161.1947565543071,281.04119850187266,11677,11292,13,267
31,133.29249011857706,282.7628458498024,11678,11292,14,253
31,160.89126559714796,192.53297682709447,11681,11298,9,561
31,116.53172205438067,242.6858006042296,11682,11299,5,331
31,176.00518134715026,228.2987910189983,11691,11308,7,579
31,140.82688391038695,250.38085539714868,11692,11309,8,491
32,124.51768488745981,75.92765273311898,12038,11655,10,622
32,79.85112781954888,95.06766917293233,12039,11656,11,665
32,134.86150712830957,117.58655804480652,12048,11665,12,491
32,112.51162790697674,154.18057455540355,12049,11666,2,731
32,90.85714285714286,249.08412698412698,12054,11671,3,630
32,162.30564784053155,285.75083056478405,12060,11677,13,301
32,137.89247311827958,287.61648745519716,12061,11678,14,279
32,161.14944649446494,192.39852398523985,12064,11681,9,542
32,117.77835051546391,240.35051546391753,12065,11682,5,388
32,176.22380106571936,230.73534635879219,12074,11691,7,563
32,142.17120622568095,253.1614785992218,12075,11692,8,514
33,124.83952702702703,76.45608108108108,12421,12038,10,592
33,79.67459138187222,94.38632986627043,12422,12039,11,673
33,135.1259842519685,117.8740157480315,12431,12048,12,508
33,113.62707182320442,153.8218232044199,12432,12049,2,724
33,87.77927063339732,254.36084452975047,12437,12054,3,521
33,161.69642857142858,280.05357142857144,12443,12060,13,336
33,137.26797385620915,289.0947712418301,12444,12061,14,306
33,161.66415094339624,190.11509433962263,12447,12064,9,530
33,115.43607305936074,237.44520547945206,12448,12065,5,438
33,175.70886075949366,231.3146473779385,12457,12074,7,553
33,141.5659656,253.0114722753346,12458,12075,8,523
34,124.77234401349072,76.79426644182125,12804,12421,10,593
34,78.28769230769231,94.74769231,12805,12422,11,650
34,133.7148936170213,119.45106382978723,12814,12431,12,470
34,113.12483399734396,155.11819389110227,12815,12432,2,753
34,83.44126984126984,272.16190476190474,12822,12437,15,315
34,89.93023255813954,240.60723514211887,12823,12437,16,387
34,162.94670050761422,280.46192893401013,12826,12443,13,394
34,137.6510067114094,290.0436241610738,12827,12444,14,298
34,163.93133802816902,190.7218309859155,12830,12447,9,568
34,115.55299539170507,240.44700460829492,12831,12448,5,434
34,176.21960784313725,233.81764705882352,12840,12457,7,510
34,141.38240574506284,253.15260323159785,12841,12458,8,557
35,126.89566613162118,77.45425361155698,13187,12804,10,623
35,81.12330827067669,94.69473684210526,13188,12805,11,665
35,133.89775051124744,120.21881390593047,13197,12814,12,489
35,115.11229946524064,154.0668449197861,13198,12815,2,748
35,85.10322580645162,268.3225806451613,13205,12822,15,310
35,93.29230769230769,238.20923076923077,13206,12823,16,325
35,163.55205811138015,279.90072639225184,13209,12826,13,413
35,139.7,291.3,13210,12827,14,350
35,165.9588551,191.1824686940966,13213,12830,9,559
35,116.01146788990826,240.61238532110093,13214,12831,5,436
35,177.01245551601423,232.41637010676158,13223,12840,7,562
35,140.79794520547946,252.94691780821918,13224,12841,8,584
36,127.52970297029702,78.44224422442244,13570,13187,10,606
36,81.27379209370424,94.66032210834554,13571,13188,11,683
36,131.58969072164948,121.73195876288659,13580,13197,12,485
36,115.45877659574468,154.99335106382978,13581,13198,2,752
36,84.34757834757835,269.5868945868946,13588,13205,15,351
36,94.48493975903614,238.8012048192771,13589,13206,16,332
36,163.30155210643017,279.7827050997783,13592,13209,13,451
36,139.34069400630915,288.4447949526814,13593,13210,14,317
36,164.9535655058043,191.7363184079602,13596,13213,9,603
36,116.89749430523918,240.6628701594533,13597,13214,5,439
36,176.50478011472276,232.3059273422562,13606,13223,7,523
36,140.38212927756655,255.2889733840304,13607,13224,8,526
37,127.77948717948718,77.98803418803419,13953,13570,10,585
37,82.09224012,95.26500732064422,13954,13571,11,683
37,133.01656314699792,120.63146997929607,13963,13580,12,483
37,116.3478835978836,154.7089947089947,13964,13581,2,756
37,82.53477218,269.85851318944844,13971,13588,15,417
37,89.72131147540983,238.49180327868854,13972,13589,16,366
37,165.34782608695653,281.4323671497585,13975,13592,13,414
37,139.45114942528735,292.51149425287355,13976,13593,14,348
37,165.83695652173913,189.92391304347825,13979,13596,9,552
37,119.86491557223265,237.93245778611632,13980,13597,5,533
37,177,233.2768670309654,13989,13606,7,549
37,142.3978494623656,257.81182795698925,13990,13607,8,558
38,128.4010067114094,76.03859060402685,14319,13953,10,596
38,81.49187592319055,95.01181683899557,14320,13954,11,677
38,129.90138067061145,120.61538461538461,14329,13963,12,507
38,114.98155467720684,153.38339920948616,14330,13964,2,759
38,83.57009345794393,269.11915887850466,14337,13971,15,428
38,87.20353982300885,237.01769911504425,14338,13972,16,339
38,162.64705882352942,281.5882352941176,14341,13975,13,425
38,136.0810810810811,288.6,14342,13976,14,370
38,162.8201680672269,191.23025210084035,14345,13979,9,595
38,119.94047619047619,235.77777777777777,14346,13980,5,504
38,176.05671077504726,233.9546313799622,14355,13989,7,529
38,139.15510948905109,255.32116788321167,14356,13990,8,548
39,129.43174061433447,77.12286689419795,14699,14319,10,586
39,80.68475073313783,93.78299120234604,14700,14320,11,682
39,130.09302325581396,121.42635658914729,14709,14329,12,516
39,114.41720990873533,153.23207301173403,14710,14330,2,767
39,82.33812949640287,270.3908872901679,14717,14337,15,417
39,85.10447761,238.31641791044777,14718,14338,16,335
39,161.11930585683297,280.95010845986985,14721,14341,13,461
39,137.04371584699453,291.4972677595628,14722,14342,14,366
39,163.56570512820514,192.26602564102564,14725,14345,9,624
39,119.49900199600799,232.5429141716567,14726,14346,5,501
39,173.97388059701493,234.78731343283582,14735,14355,7,536
39,137.44425087108013,255.94947735191639,14736,14356,8,574
40,128.3204047217538,77.29848229342328,15079,14699,10,593
40,81.78052325581395,96.26598837209302,15080,14700,11,688
40,129.47080291970804,121.08029197080292,15089,14709,12,548
40,114.65033112582782,154.24503311258277,15090,14710,2,755
40,81.74770642201835,269.57798165137615,15097,14717,15,436
40,88.74566473988439,235.84971098265896,15098,14718,16,346
40,159.80375782881003,283.42379958246346,15101,14721,13,479
40,134.46796657381614,296.1727019498607,15102,14722,14,359
40,162.6416,195.6112,15105,14725,9,625
40,121.33268858800774,235.4119922630561,15106,14726,5,517
40,175.07889546351086,234.88165680473372,15115,14735,7,507
40,138.7043918918919,260.1283783783784,15116,14736,8,592
41,130.61929824561403,75.36315789473684,15459,15079,10,570
41,84.21167883211679,93.65401459854014,15460,15080,11,685
41,130.22064056939502,118.68327402135232,15469,15089,12,562
41,115.53034300791556,153.18337730870712,15470,15090,2,758
41,83.08616780045351,266.5011337868481,15477,15097,15,441
41,88.16666666666667,237.21428571428572,15478,15098,16,336
41,161.0438756855576,279.4314442413163,15481,15101,13,547
41,137.48994974874373,297.20100502512565,15482,15102,14,398
41,162.6186046511628,195.18759689922481,15485,15105,9,645
41,120.02294455066922,235.6959847036329,15486,15106,5,523
41,177.69844020797228,231.7417677642981,15495,15115,7,577
41,141.1384364820847,255.5570033,15496,15116,8,614
42,129.83501683501683,79.28956228956228,15839,15459,10,594
42,83.36565977742448,93.51828298887122,15840,15460,11,629
42,132.53451676528599,117.34516765285996,15849,15469,12,507
42,118.01048492791612,153.27260812581915,15850,15470,2,763
42,81.70319634703196,271.06392694063925,15857,15477,15,438
42,87.57453416149069,235.63975155279502,15858,15478,16,322
42,158.28985507246378,281.93167701863354,15861,15481,13,483
42,138.33084577114428,299.1169154228856,15862,15482,14,402
42,160.60942249240122,197.32370820668692,15865,15485,9,658
42,121.09461966604823,233.5194805194805,15866,15486,5,539
42,178.3819188191882,234.13837638376384,15875,15495,7,542
42,140.27022653721684,256.78478964401296,15876,15496,8,618
43,128.62581699346404,78.67156862745098,16223,15839,10,612
43,82.80028530670471,93.35520684736092,16224,15840,11,701
43,130.51866404715128,117.475442,16233,15849,12,509
43,115.11724137931034,151.9406896551724,16234,15850,2,725
43,81.49473684210527,270.9894736842105,16241,15857,15,475
43,87.31092437,237.81512605042016,16242,15858,16,357
43,157.69937369519832,279.9018789,16245,15861,13,479
43,142.1888888888889,297.55555555555554,16246,15862,14,360
43,158.3095238095238,199.57886904761904,16249,15865,9,672
43,119.76895306859205,232.21119133574007,16250,15866,5,554
43,176.06716417910448,232.92723880597015,16259,15875,7,536
43,138.6041308089501,257.59552495697073,16260,15876,8,581
44,127.72742200328408,76.75041051,16607,16223,10,609
44,80.02835820895523,93.63134328358208,16608,16224,11,670
44,130.16007532956687,116.49152542372882,16617,16233,12,531
44,115.21045751633987,153.3124183006536,16618,16234,2,765
44,78.11377245508982,273.3353293413174,16625,16241,15,501
44,83.43380282,236.69014084507043,16626,16242,16,355
44,157.51532567049807,278.5,16629,16245,13,522
44,140.47493403693932,295.6939313984169,16630,16246,14,379
44,160.5462822,197.8907435508346,16633,16249,9,659
44,117.34712230215827,232.4046762589928,16634,16250,5,556
44,180.57219251336898,231.10516934046345,16643,16259,7,561
44,137.81545741324922,255.91640378548897,16644,16260,8,634
45,130.17025089605735,75.83333333333333,16991,16607,10,558
45,80.04148148148148,93.09481481481481,16992,16608,11,675
45,127.44237918215613,117.03717472118959,17001,16617,12,538
45,111.10406091370558,151.14086294416245,17002,16618,2,788
45,78.47334754797441,271.7100213219616,17009,16625,15,469
45,86.9047619,233.97321428571428,17010,16626,16,336
45,155.4275092936803,281.07806691449815,17013,16629,13,538
45,140.4923076923077,298.78205128205127,17014,16630,14,390
45,160.73472429210133,198.14008941877793,17017,16633,9,671
45,116.7227191413238,231.9731663685152,17018,16634,5,559
45,183.52468007312615,227.39670932358317,17027,16643,7,547
45,136.3900481540931,256.24719101123594,17028,16644,8,623
46,129.25082508250824,77.34983498349835,17371,16991,10,606
46,81.60119047619048,93.69642857142857,17372,16992,11,672
46,130.34108527131784,115.98837209302326,17381,17001,12,516
46,112.83676092544987,151.16066838046274,17382,17002,2,778
46,80.94789579158316,270.2745490981964,17389,17009,15,499
46,86.57014925373134,233.21492537313432,17390,17010,16,335
46,155.76360225140712,278.97748592870545,17393,17013,13,533
46,142.28900255754476,297.0409207161125,17394,17014,14,391
46,161.6698717948718,196.9375,17397,17017,9,624
46,117.57326007326007,231.73260073260073,17398,17018,5,546
46,183.2767402,224.7402376910017,17407,17027,7,589
46,137.1392,255.9744,17408,17028,8,625
47,126.03064516129032,76.56290322580645,17751,17371,10,620
47,79.15668202764977,92.91244239631337,17752,17372,11,651
47,129.8289241622575,113.53086419753086,17761,17381,12,567
47,111.98216560509555,152.8624203821656,17762,17382,2,785
47,78.39105058365759,271.8171206225681,17769,17389,15,514
47,86.77955271565496,235.66453674121405,17770,17390,16,313
47,153.96146788990825,279.0366972477064,17773,17393,13,545
47,144.78313253012047,297.06024096385545,17774,17394,14,415
47,161.13787375415282,195.67607973421926,17777,17397,9,602
47,115.8974358974359,231.8168498168498,17778,17398,5,546
47,183.40554592720972,221.40034662045062,17787,17407,7,577
47,132.96116504854368,257.62297734627833,17788,17408,8,618
48,128.76072607260727,76.91914191419141,18131,17751,10,606
48,81.56137724550898,93.47904191616766,18132,17752,11,668
48,130.4109090909091,116.03272727272727,18141,17761,12,550
48,112.88676844783716,153.43384223918576,18142,17762,2,786
48,78.78285714285714,272.50095238095236,18149,17769,15,525
48,86.06514657980456,230.9185667752443,18150,17770,16,307
48,156.44424131627056,276.75868372943324,18153,17773,13,547
48,147.88809523809525,295.8404761904762,18154,17774,14,420
48,163.7490774907749,189.57933579335793,18157,17777,9,271
48,117.57142857142857,231.7641996557659,18158,17778,5,581
48,186.55837563451777,216.53130287648054,18167,17787,7,591
48,132.93663060278206,257.78361669242656,18168,17788,8,647
49,127.69522240527183,76.84184514003294,18511,18131,10,607
49,76.88364249578414,92.56155143338954,18512,18132,11,593
49,130.86666666666667,113.82857142857142,18521,18141,12,525
49,114.20733249051833,153.46017699115043,18522,18142,2,791
49,78.64478764478764,273.2953667953668,18529,18149,15,518
49,85.75932203,230.0813559322034,18530,18150,16,295
49,156.52292020373514,274.87266553480475,18533,18153,13,589
49,148.65837104072398,294.8687783,18534,18154,14,442
49,116.99301919720767,230.95287958115182,18538,18158,5,573
49,175.4431818181818,178.5909090909091,18540,18157,17,264
49,164.35555555555555,207.5851851851852,18541,18157,18,270
49,186.8531952,214.74438687392055,18547,18167,7,579
49,128.75151515151515,259.53939393939396,18548,18168,8,660
50,136.50539956803456,72.67170626349892,18891,18511,10,463
50,77.41176470588235,93.86096256684492,18892,18512,11,374
50,129.2811950790861,113.69595782073814,18901,18521,12,569
50,114.0825,150.83625,18902,18522,2,800
50,80.00963391136801,273.1059730250482,18909,18529,15,519
50,87.34782608695652,231.3210702341137,18910,18530,16,299
50,158.3156089193825,274.6312178,18913,18533,13,583
50,149.65625,295.1674107142857,18914,18534,14,448
50,118.14858096828047,231.6110183639399,18918,18538,5,599
50,171.2788944723618,182.90954773869348,18920,18540,17,398
50,152.68715083798884,205.84916201117318,18921,18541,18,358
50,184.9268680445151,215.02702702702703,18927,18547,7,629
